Serial No.,Acc. No.,Book Name,Author,Publication,Call No,ISBN,Price
888,220,Puzzles To Puzzle You,Shakuntala Devii,ORIENT PAPERBACKS,,81-222-0014-1,55
889,933,Rational Principles of Software Testing for Testers Instructor's  Manual Version 2002.05.20 Vol.I Part# 800-026007-000,IBM,IBM,005.14 RAT.1,,
890,923,Rational Principles of Software Testing for Testers Student Manual Version 2002.05.20 Vol.I Part# 800-026005-000,IBM,IBM,005.14 RAT.1,,
891,960,Rational Principles of Software Testing for Testers Student Manual Version 2002.05.20 Vol.I Part# 800-026005-000,IBM,IBM,005.14 RAT.1,,
892,961,Rational Principles of Software Testing for Testers Student Manual Version 2002.05.20 Vol.I Part# 800-026005-000,IBM,IBM,005.14 RAT.1,,
893,962,Rational Principles of Software Testing for Testers Student Manual Version 2002.05.20 Vol.I Part# 800-026005-000,IBM,IBM,005.14 RAT.1,,
894,963,Rational Principles of Software Testing for Testers Student Manual Version 2002.05.20 Vol.I Part# 800-026005-000,IBM,IBM,005.14 RAT.1,,
895,964,Rational Principles of Software Testing for Testers Student Manual Version 2002.05.20 Vol.I Part# 800-026005-000,IBM,IBM,005.14 RAT.1,,
896,965,Rational Principles of Software Testing for Testers Student Manual Version 2002.05.20 Vol.I Part# 800-026005-000,IBM,IBM,005.14 RAT.1,,
897,966,Rational Principles of Software Testing for Testers Student Manual Version 2002.05.20 Vol.I Part# 800-026005-000,IBM,IBM,005.14 RAT.1,,
898,967,Rational Principles of Software Testing for Testers Student Manual Version 2002.05.20 Vol.I Part# 800-026005-000,IBM,IBM,005.14 RAT.1,,
899,968,Rational Principles of Software Testing for Testers Student Manual Version 2002.05.20 Vol.I Part# 800-026005-000,IBM,IBM,005.14 RAT.1,,
900,474,Real Time Systems,Rajib Mall,Pearson Education,004.33 MAL-R,978-81-317-0069-3,325
901,32,Red Hat Linux,Richard Petersen,Tata Mcgraw-Hill,005.432  PET-R,0-07-041187-5,475
902,89,Relational Database Management System,"J Mishra, S P Sahoo",Dhanpat Rai & Co.,005.74  MIS-R,,
903,922,REQ370 Essentials of Rational Requisitepro Student's Manual Version 2003.06.00 part# 800-026301-000,IBM,IBM,005.1 REQ,,
904,396,Sap In 24 Hours 2E,George W Anderson,Pearson Education,650.028 553 769 AND-S;2E,978-81-7758-966-5,325
905,390,Satellite Communication,Mark R.Chartrand,CENGAGE LEARNING,621.382 CHA-S,978-81-315-1011-7,
906,931,SCM275 Essentials of Rational ClearCase UCM for Windows Version 7.0 Part.No. 800-027228-000,IBM,IBM,005.437 6 SCM,,
907,237,Secret Of Power Presentation,Peter Urs Bender,Mc Millan Business Books,,0333-93404-0,230
908,125,Security In Computing 4E,Charles P Pfleeger,Pearson Education,005.8 PFL-S;4E,978-81-317-1473-7,425
909,126,Security In Computing 4E,Charles P Pfleeger,Pearson Education,005.8 PFL-S;4E,978-81-317-1473-7,425
910,425,Security Threat Mitigation And Response Understanding Cisco Security Mars,"Dale Tesch , Greg Abelar",Pearson Education,005.8 TES-S,978-81-317-2632-7,425
911,624,Service Oriented Architecture An Integration Blueprint,"Guido Schmutz,Daniel Liebhart",,,,
912,637,Siganals And Systems 3E,P Ramesh Babu,Scitech Publications,621.382 21BAB-S;3E,978-81-8371-064-0,295
913,734,Signal And Systems,P Ramakrishna Rao,The Mcgraw-Hill Companies,621.382 21 RAO-S,13:978-0-07-066927-7,
914,652,Signal And Systems 4E,"Dr.D.Ganesh Rao ,Satish Tunga",Sanguine Techinical publishers,621.382 2GAN-S;4E,81-88849-44-8,300
915,674,Signals And Systems,Sanjay Sharama,S.K Kataria & Sons,621.382 21 SAN-S,81-85749-08,320
916,639,Signals And Systems,Dr D Ganesh Rao,Sanguine Techinical Publishers,,81-88849-15-4,270
917,6,Signals And Systems,Farooqhusain,Umesh Publication,621.382 21  HOS-S,,165
918,7,Signals And Systems,Farooqhusain,Umesh Publication,621.382 21  HOS-S,,165
919,187,Signals And Systems 2E,"Alan V Oppenheim,Alan S Willsky,S Hamid Nawab",Pearson Education,621.382  21  OPP-S,81-7808-688-3,
920,650,Signals And Systems 3E,P Ramesh Babu,Scitech Publications,621-382 21 BAB-S;3E,81-8371-064-0,310
921,693,Signals And Systems 3E,P Ramesh Babu,Scitech Publications,621-382 21 BAB-S;3E,81-8371-064-0,295
922,329,Signals And Systems A Simplified Approach 3 E,"Dr.D.Ganesh Rao ,Satish Tunga",Sanguine Technical,621.382 21  RAO-S,81-88849-15-4,265
923,300,Signals And Systems With Matlab Programs,Sanjay Sharma,S.K.Kataria And Sons,621.382  21  SHA-S,81-85749-08-6,
924,352,Signals And Systems With Matlab Programs,Sanjay Sharma,S.K.Kataria And Sons,621.382  21  SHA-S,81-85749-08-6,200
925,365,Signals And Systems With Matlab Programs,Sanjay Sharma,S.K.Kataria And Sons,621.382  21  SHA-S,81-85749-08-6,230
926,656,Signals And Systems With Matlab Programs,Sanjay Sharma,S.K.Kataria And Sons,621.382  21  SHA-S,81-85749-08-6,230
927,694,Signals And Systems With Matlab Programs,Sanjay Sharma,S.K.Kataria And Sons,621.382  21  SHA-S,81-85749-08-6,
928,245,Signals And Systems With Matlab Programs 6E,Sanjay Sharma,S.K.Kataria and sons,621.382  21  SHA-S;6E,81-85749-08-6,295
929,254,Simplified Approach To Dbms,Parteek Bhatia,KALYANI PUBLICATION,005.74 BHA-S,81-272-2930-X,250
930,287,Singnals And Systems,S Palani,Ane Books Pvt Ltd,621.382 PAL-S,81-8052-174-5,450
931,546,Smart Phone And Next - Generation Mobile Computing,"Pei Zheng, Lionel Ni",MORGAN KAUFMANN PUB,004.6 ZHE-S,978-81-312-1981-2,425
932,598,Social Web Application,Gavin Bell,Shoroff Pub & Distributors Pvt. Ltd,006.7 REI - S,9-788184-048322,450
933,513,Software Design 2E,David Budgen,Pearson Education,005.1 BUD-S;2E,978-81-317-1868-1,399
934,853,Software Engineering,Manish Kumar Jha,Dhanpat Rai & Co.,005.1 KUM-S,,
935,956,Software Engineering,Manish Kumar Jha,Dhanpat Rai & Co.,005.1 KUM-S,,300
936,235,Software Engineering 5E,Sommerville,Pearson Education,005.1 SOM-S;5E,817-808-002-8,
937,879,Software Engineering 5E,Sommerville,Pearson Education,005.1 SOM-S;5E,81-7808-037-0,
938,120,Software Engineering 8E,Sommerville,Pearson Education,005.1 SOM-S;8E,978-81-317-2461-3,475
939,186,Software Engineering 8E,Sommerville,Pearson Education,005.1 SOM-S;8E,978-81-317-2461-3,475
940,696,Software Engineering 8E,Sommerville,Pearson Education,005.1 SOM-S;8E,978-81-317-2461-3,475
941,366,Software Engineering A Practitioner'S  Approach 5E,Roger S Pressman,McGraw-Hill,005.1 PRE-S;5E,0-07-118458-9,
942,127,Software Engineering A Practitioner'S  Approach 6E,Roger S Pressman,Tata Mcgraw Hill,005.1 PRE-S;6,007-124083-7,544
943,128,Software Engineering A Practitioner'S  Approach 6E,Roger S Pressman,Tata Mcgraw Hill,005.1 PRE-S;6,007-124083-7,544
944,334,Software Engineering A Practitioner'S  Approach 6E,Roger S Pressman,Tata Mcgraw Hill,005.1 PRE-S;6,007-124083-7,544
945,724,Software Engineering A Practitioner'S  Approach 6E,Roger S Pressman,Tata Mcgraw Hill,005.1 PRE-S;6,007-124083-7,544
946,452,Software Engineering For Internet Applications,"Eve Andersson,Philip Greenspun & Andrew Grumet",Phi,005.1 AND-S,978-81-203-3041-2,295
947,427,Software Engineering Principles & Practices,Rohit Khurana,Vikas Publishing House,005.1 KHU-S,978-81-2459-190-94,340
948,918,Software Engineering Principles & Practices 2E,Rohit Khurana,Vikas publishing House,005.1 KHU-S;2E,978-81-259-3946-7,350
949,160,Software Project Management,Walker Royce,Pearson Education,005.1 ROY-S,81-7808-013-3,360
950,282,Software Project Managements,Manish Kumar Jha,Dhanpat Rai & Co.,005.1KUM-S,,200
951,451,Software Quality Concepts And Practices,"R. Akhan,K Mustafa And S I Ahson",Narosa Publishing House Pvt Ltd,005 AKH-S,978-81-7319-722-2,
952,421,"Software Quality Producing Practical, Consistent Software",Mordechai Ben-Menachem/Garry S.Marliss,India Edition,005 BEN-S,978-81-315-0946-3,
953,501,"Software Testing Principles,Techniques And Tools",M G Limaye,Tata Mcgraw-Hill Publishing,005.1 LIM-S,978-0-07-013990-9,
954,385,Softwere Engineering An Engineering Approach,"James S.Peters,Witold Pedrycz",Wiley India Pvt Ltd,005.1 PET-S,978-81-265-1188-4,
955,479,Spring Into Linux The Smart Professional Choice,Janet Valade,Pearson Education,005.432 VAL-S,81-317-0152-2,299
956,315,"Sql, Pl/Sql Hand Book",Seema Cyriac,Educational Publishers And Distributors,005.7585 CYR-S,81-87198-13-3,100
957,440,Starting Out With Modern Compiler Design,David Galles,DREAM TECH PEBLICATION,005.453 GAL-S,81-7722-567-7,279
958,576,Structured Computer Organization 5E,Andrew S Tanenbaum,PHI,004.22 TAN-S;5E,978-81-203-2913-3,425
959,380,Structured System Analysis And Design,Isrd Group,Tata McGraw Hill,004-21 ISRD-C,13 978-0-07-061204-4,
960,461,Struts 2 In Action,"Donald Brows,Chad Michael Davis & Scott Stanlick",Dream Tech Peblication,,978-81-7722-875-5,349
961,95,Success Stories,Reader'S Digest Selection,RDI PRINT,,,
962,391,System Forensics,"Ankit Fadia , Boonilia Prince Komal",Vikas publishing House,005.43 FAD-S,978-81-259-3151-5,350
963,53,System Pogramming And Operating System,D M Dhamdhere,Tata Mcgraw-Hill,005.43  DHA-S,0-07-463579-4,
964,271,System Pogramming And Operating System,D M Dhamdhere,Tata Mcgraw-Hill Publishing Company Limited,005.43  DHA-S,13:978-0-07-463579-7,295
965,812,System Programming,Rajesh Kumar Maurya,Dream Tech Peblication,005.42 MAU-S,978-81-7722-933-2,299
966,686,System Programming And Operating System,D M Dhamdhere,Tata Mcgraw-Hill,005.4 3 DHA-S,0-07-463579-4,350
967,687,System Programming And Operating System,D M Dhamdhere,Tata Mcgraw-Hill,005.4 3 DHA-S,0-07-463579-4,310
968,720,System Programming And Operating System,D M Dhamdhere,Tata Mcgraw-Hill,005.4 3 DHA-S,0-07-463579-4,365
969,907,System Programming And Operating System,D M Dhamdhere,Tata Mcgraw-Hill,005.4 3 DHA-S,0-07-463579-4,
970,322,System Programming And Operating System 2E,D M Dhamdhere,Tata Mcgraw-Hill,005.4 3 DHA-S;2E,0-07-463579-4,
971,773,System Programming And Operating System 2E,D M Dhamdhere,Tata Mcgraw-Hill,005.4 3 DHA-S;2E,0-07-463579-4,
972,774,System Programming And Operating System 2E,D M Dhamdhere,Tata Mcgraw-Hill,005.4 3 DHA-S;2E,0-07-463579-4,
973,775,System Programming And Operating System 2E,D M Dhamdhere,Tata Mcgraw-Hill,005.4 3 DHA-S;2E,0-07-463579-4,
974,468,System Programming With C And Unix,Adam Hoover,Pearson Publications,005.42 HOO-S,978-81-317-2950-2,299
975,74,System Software 3E,Leland L Beck,Pearson Education,005.43  BEC-S; 3E,81-7808-036-2,
976,59,System Software An Introduction To Systems Programming 3E,Leland L Beck,Pearson Education,005.43 BEC-S; 3E,81-7808-036-2,
977,309,Systems Analysis And Design 2E,Elias M Awad,Galgotia publi pvt ltd,004  AWA-S;2E,,200
978,434,"Systems Analysis And Design Techniques,Methodologies,Approaches ,And Architectures","Roger H. L. Chiang ,Keng Siau & Bill C. Hardgrave",Phi,004 CHI-S,978-81-203-3883-8,325
979,1046,Taming the Big Data Tidal Wave - Finding Opportunities in Huge Data Streams with Advanced Analytics,Bill Franks,Willey India Pvt. Ltd.,658.472 FRA-T,978-81-265-4569-8,999
980,601,Tcp/Ip,"Tittel, Chappell",CENGAGE LEARNING,004.62 TIT - T,978-81-315-0596-0,325
981,1053,TCS national Qualifier test (Study Guide),Willy,Yash Printographics,,978-81-265-0779-5,
982,409,Teacher And Education In A Developiing Society 4E,Jc Aggarwal,Vikas publishing House,370 AGG-T;4E,81-259-1615-6,210
983,27,Technical Communication,Meenakshi & Sangeeta,OXFORD University Press,651.7 SAN-T,0-19-566804-9,235
984,291,Technical Communication,Meenakshi & Sangeeta,OXFORD University Press,651.7 SAN-T,0-19-566804-9,235
985,541,Test Your C Skills,Yashavant Kanetkar,Bpb Publication,005.133 KAN - T,81-8333-118-1,240
986,104,Test Your C Skills,Yashavant Kanetkar,Bpb Publications,005.133 KAN-T;3E,,165
987,566,Test Your Numerical Aptitude,Jim Barrett,Kogan Page India,,81-7554-374-4,175
988,276,Test Your Skills In C,S Thamarai Selvi,Tata Mcgraw-Hill,005.13 THA-T,13:978-0-07-044759-2,
989,559,Test Your Unix Skills,Yashavant Kanetkar,Bpb Pubications,005.432 KAN-T,81-7029-848-2,150
990,567,The 250 Job Interview Questions,Peter Veruki,Viva Books Pvt,158 VER-T,1-58062-117-1,495
991,809,The 8051 Microcontroller & Embedded Systems Using Assembly & C,Muhammad Ali Mazidi,Pearson Education,621.39 MAZ-T;2E,978-81-317-1026-5,455
992,826,The 8086 Microprocessor:Programming & Interfacing The  Pc,Kenneth J Ayala,Cengage Learning India Edition,004.16 AYA-T,978-81-315-0180-1,495
993,57,The 8086 Microprocessor:Programming & Interfacing The  Pc,Kenneth J. Ayala,Thomson Delmar Learning,004.16 AYA-M,981-243-545-X,360
994,804,The 8088 And 8086 Microprocessors,"Walter A Triebel, Avatar Singh",Pearson Education,004.16 TRI-T;4E,978-81-775-8481-3,530
995,587,The Advanced Numeracy Test Workbook 2E,Mike Bryon,Kogan Page India,005.74 BRY-T;2E,978-81-7554-503-8,225
996,572,The Art Of Creative Thinking,John Adair,Kogan Page India,,978-81-7554-491-8,195
997,377,The Art Of Software Testing 2E,Glenford J Myers,Wiley India Pvt Ltd,005.1MYE-T2E,81-265-1006-4,499
998,336,The C Odyssey Dos The Charted Waters,"Meeta Gandhi, Tilak Shetty",BPB Publishers,005.133 GAN-T,,250
999,634,The Compact Guide To Microsoft Office,Ron Mansfield,BPB Publishers,005.5 MAN-T,81-7029-373-1,225
1000,264,The Complete Idiot 'S Guide To Microsoft Office 97 Professional,Joe Kraynak,PHI,005.5 KRA-T,81-203-1297-x,
1001,514,The Complete Reference  Pc Hardware,Craig Zacker And John Rourke,Tata McGraw-Hill,004.166 ZAC-P,978-0-07-043606-0,
1002,899,The Complete Reference  Pc Hardware,Craig Zacker and John Rourke,Tata McGraw-Hill,004.166 ZAC-P,978-0-07-043606-0,575
1003,38,The Complete Reference Java 7E,Herbert Schildt,TATA McGRAW-HILL,005.113 SCH-J;7E,0-07-063677-X,
1004,144,The Complete Reference Java2 5E,Herbert Schildt,Tata Mcgraw-Hill,005.113 SCH-J;5E,13:978-0-07-049543-2,465
1005,1007,The Complete Reference Java2 5E,Herbert Schildt,Mc Graw Hill,,978-0-07-049543-2,
1006,729,The Complete Reference Java2 5Th Edition,Herbert Schildt,Tata Mcgraw-Hill,5.133SCH-T,13:978-0-07-049543-2,485
1007,859,The Complete Reference Mysql,Vikram Vaswani,Mc Graw Hill,005.758 5 VAS-T,978-0-07-058684-0,565
1008,860,The Complete Reference Mysql,Vikram Vaswani,Mc Graw Hill,005.758 5 VAS-T,978-0-07-058684-0,565
1009,861,The Complete Reference Mysql,Vikram Vaswani,Mc Graw Hill,005.758 5 VAS-T,978-0-07-058684-0,
1010,277,The Complete Reference Visual C++ 6,Chris H .Pappas And William H,Tata Mcgraw Hill Edition,005.133 PAP-V,0-07-463810-6,
1011,539,The Complete Reference Web Design 2E,Thomas Powell,Tata Mcgraw Hill,006.7 POW-W;2E,978-0-07-058252-1,
1012,310,The Complete Reference Windows Server 2003,Kathy Ivens,Tata McGraw Hill,005.437  IVE-T,0-07-054081-0,
1013,108,The Complete Refernce Pc Hardware,Craig Zacker,Tata McGraw-Hill,004.166 ZAC-P,13.978-0-07-043606-0,
1014,94,The Constitution Ofindia,,CENTRAL LAW PUBLICATIONS,,,
1015,431,The Essence Of Compilers,Robin Hunter,Pearson Education,005.453 HUN-T,81-317-0838-1,199
1016,204,The Essence Of Computer Graphics,Peter Cooley,Pearson Education,006.6COO-T,81-297-0681-4,125
1017,188,The Essential Guide To User Interface Design 2E,Wibert O Galitz,WILEY INDIA PVT LTD,005.437 GAL-E,978-81-265-0280-6,449
1018,91,The Hardy Boys In The Phantom Freighter,Franklin W. Dixon,Armada,,0-00-692508-1,
1019,191,The Intel Microprocessors 7E,Barry B Brey,PHI,004.16 BRE-T;7E,978-81-203-2960-7,525
1020,192,"The Intel Microprocessors 8086/8088,80186/80188,80286,80386,80486",Barry B Brey,PEARSON EDU,004.16 BRE-T,81-317-0576-5,
1021,193,"The Intel Microprocessors 8086/8088,80186/80188,80286,80386,80486",Barry B Brey,PEARSON EDU,004.16 BRE-T,81-317-0576-5,
1022,807,The Intel Microprocessors 8E,Barrry B Brey,Pearson Education,004.16 BRE-I;8E,978-81-317-2622-8,635
1023,265,The Operating System Concepts 6E,Abraham Silberschatz,Wiley India Edition,005.43 SIL-O;6E,81-265-0885-X,
1024,17,The Simple Genetic Algorithm,Michael D.Vose,Prentic Hall Of Inadia PVT LTD,621.395  VOS-T,81-203-2459-5,225
1025,353,The Text Book Of Electrical Technology -Ii,Sajith Kumar K.T,Ayodhya Publications,621.3 KUM-T,,90
1026,621,The Textbook Of Web Design,Joel Sklar,Inndia Edition,006.7 SKL-P,978-81-315-0961-6,442
1027,818,The Theory Of Computation,Bernard M Moret,Pearson Education,004.015 1 MOR-T,978-81-317-0870-5,475
1028,589,The Times To Brains,Ray Keene & Byron Jacobs,Viva Books Pvt,,81-7649-949-8,125
1029,241,The Winners Manual Achieving Excellence,Robert Heller,Impulse,158  HEL-W,,
1030,243,The Winners Manual Effective Leadership,Robert Heller,Impulse,158  HEL-WIN,,
1031,242,The Winners Manual Managing Teams,Robert Heller,Impulse,158  HEL-WIN,,
1032,239,The Winners Manual Marketing Effectively Thinking Creatively,Moi Ali,Impulse,158  ALI-W,,
1033,240,The Winners Manual Selling Successfully,Robert Heller,Impulse,158  HEL-WI,,
1034,25,"Theory Of Automation, Formal Language & Computation",S P Eugene Xavier,New Age International Pvt Ltd,004.0151 XAV-T,81-224-1508-3,140
1035,800,Theory Of Computation,Michael Sipser,India Edition,004.015 1 SIP-T,978-81-315-0513-7,270
1036,801,Theory Of Computation,Rajesh K Shukla,Cengage Learning,004.015 1 SHU-T,978-81-315-1104-6,199
1037,1005,Theory of Computation,"Gaurav Kumar , Thamanna Jain",Kalyani Publishers,004.015 KUM-T,978-93-272-2823-6,120
1038,839,Theory Of Computation,Dr. R B Patel,KHANNA BOOK PUBLISHING CO.,004.015 1 PAT-T,978-93-80016-52-8,325
1039,554,Theory Of Computation,"S.N Sivanandam, M. Janaki Meena",International PUB,004.015 I SIV - T,978-938-0-026-206,265
1040,820,Theory Of Computation,S N Sivanandam,I K International Publishing House,004.015 1 SIV-T,978-93-80026-20-6,265
1041,4,Theory Of Computer Science,Shirish S.Sane,Technical Publication,,,175
1042,819,Theory Of Computer Science 3E,K L P Mishra,PHI,004.015 1 MIS-T;3E,978-81-203-2968-3,225
1043,225,Think & Grow Rich,Napoleon Hill,MASTER MIND BOOKS,158.1 HIL-T,,100
1044,657,Thinking In C,Pb Mahapatra,Wheeler Publishing,005.133 MAH-I,81-85814-84-8,225
1045,697,Trouble Free C++,Hari Mohan Pandey,Ane Books Pvt Ltd,005.133 MOH-T,978-93-8015-662-0,450
1046,70,"Troubleshooting , Mainting & Processing",Stephen Bigelow,Tata McGraw-Hill,005.3  BIG-T,0-07-047367-6,695
1047,219,Truth And Beyond,S.P  Singh,AUTHORSPRESS,,81-7273-320-8,100
1048,926,TST277 Essentials of Functional testing with IBM Rational Robot 2003.06.13 Part No. 800-027083-000,IBM,IBM,005.14 ESS,,
1049,579,Ugc /Net/Jrf/Set Computer Science & Application,Chandresh Shah,Upakar Prakashan,004.015 1 SHA -U,978-81-7482-586-5,390
1050,586,Ugc Net/Slet Computer Science & Application,R Guptha,Ramesh Publi,004.019 GUP -U,81-7812-328-2,425
1051,19,Uml 2 Bible,Tom Pender,"Wiley Publishing,Inc",5.117 PEN-U,81-265-0452-8,499
1052,275,Understanding C A Practical Approach,"G.S.Baluja, G.K Baluja",Dhanapat Rai & Co,,,150
1053,473,Understanding Db2 Learning Visually With Examples 2E,"Raul F, Chong",Pearson Education,005.74 CHO-U,978-81-317-2052-3,675
1054,318,Understanding Linux Kernel,Daniel P Bovet & Marco Cesati,Shroff Publishers &Distributors Pvt.Ltd,005.268  BOV-LIN,81-7366-233-9,450
1055,33,Understanding Linux Kernel,Daniel P Bovet & Marco Cesati,Shroff Publishers &Distributors Pvt.Ltd,005.268  BOV-LIN,81-7366-589-3,500
1056,134,Understanding Pointers In C 3E,Yashavant Kanetkar,Bpb Publications,005.133 KAN-U,81-7656-358-7,225
1057,247,Undocumented Dos Through C,Yashavant Kanetkar,Bpb Publications,005.133 KAN-U,81-7029-519-X,195
1058,614,Universal Design For Web Applications,Wendy Chisholm & Matt May,Shoroff Pub & Distributors Pvt. Ltd,006.7 CHI - U,10: 51-8404-643-X,300
1059,233,Unix And Shell Programming,Archana Verma,Firewalll Media,005.432 VER-U,81-7008-958-1,
1060,835,Unix And Shell Programming,"Behrouz A Forouzan, Richard F Gilberg",Tata Mcgraw-Hill,005.432 FOR-U,978-81-315-0325-6,
1061,862,Unix And Shell Programming,"Behrouz A Forouzan, Richard F Gilberg",Cengage Learning,005.432 FOR-U,978-81-315-0325-6,499
1062,1001,Unix and Shell Programming,"Behrouz A Forouzan , Richard F Gilberg",Cengage learning,,978-81-315-0325-6,
1063,1002,Unix and Shell Programming,"Behrouz A Forouzan , Richard F Gilberg",Cengage learning,,978-81-315-0325-6,
1064,827,Unix Concepts & Applications 4E,Sumitabha Das,Mc Graw hill,005.432 DAS-U;4E,978-0-07-063546-3,475
1065,432,Unleashing Web 2.0 From Concepts To Creativity,Gottfried Vossen And Stephan Hagemann,Elsevier India Pvt Ltd,006.7 VOS-U,978-81-312-2320-8,325
1066,367,Using Optima++ 1.5,Raghuram Bala,QUE PUB,,0-7897-0894-9,390
1067,411,Visual Baisc 6,"Sanjeev Sharma , Nandan Tripathi",Excel Book,005.118 SHA -V,978-81-7446-704-1,295
1068,355,Visual Baisc 6 Superbible,"David Jung,Pierre Boutquin,Jack Purdum",Techmedia,005.118  JUN-V,81-7635-269-1,575
1069,705,Visual Basic .Net Programming Bible,Steven Holzner,Dreamtech,005.118 HOL-V,10:81-7722-609-6,450
1070,415,Visual Basic .Net Programming Bible,"Bill Evjen ,Jason Beres",Wiley India Pvt Ltd,005.118 EVJ-V,81-265-0254-1,399
1071,745,Visual Basic 6 In 24 Hours,Gregperry And Sanjay Hettiewa,Tech Media Publishers,005.118 PER-V,81-7635-413-9,180
1072,84,Visual C++ Programming,Yashavant Kanetkar,BPB PUBLICATIONS,005.118 KAN-V,81-7029-971-3,240
1073,441,Visual C++ Programming,James Allert,Cengage Learning,005.133 ALL-V,978-81-315-0962-3,
1074,618,Vocabulary For Toefl/Ielts,Lingua,Dreamtech Publishers,,81-7722-422-0,149
1075,20,Voice & Datacommunications Handbook 4E,Donald W Gregory,Tata McGraw-Hill,004.06  GRE-V;4E,0-07-047281-5,450
1076,483,Voip Security,James F. Ransome,ELSEVIER INDIA PVT LTD,,978-81-312-0301-9,495
1077,435,Wap 2.0 Development,Charis Tull,Pearson Education,004.6 TUL-W,978-81-317-2596-2,399
1078,604,Web Applications Using Asp.Net 2.0,Kathleen Kalata,Cengage Learning,006.7 KAL - W,978-81-315-0758-2,395
1079,11,Web Commerce Technology Handbook,Daniel Minoli & Emma Minoli,Tata Mc Graw Hill,658.872 MIN-W,0-07-463742-8,
1080,40,Web Page Design,Brian Austin,Dreamtech Press,004.678 AUS-W,81-7722-090-X,79
1081,41,Web Programming 2E,Chris Bates,Wiley Dreamtech India Pvt.Ltd,005.678 BAT-W;2E,81-265-0272-X,329
1082,499,Web Programming Building Internet Applications 3E,Chris Bates,Wiley India Pvt Ltd,005.678 BAT-W;3E,978-81-265-1290-4,
1083,284,Web Technologies,Jeffrey C Jackson,Pearson Education,004.678 JAC-W,978-81-317-1715-8,350
1084,467,Web Technologies,Kogent Learning Solutions,Dream Tech Peblication,004.678 LEA-W,978-81-7722-997-4,699
1085,840,Web Technologies Tcp/Ip To Internet Application Architectures,"Achyut S Godbole, Atul Kahate",Mc Graw Hill,006.7 GOD-W,978-0-07-047298-3,
1086,252,Web Technology,Ramesh Bangia,Firewalll Media,0046.678 BAN-W,81-7008-897-6,295
1087,520,Web Technology,Ramesh Bangia,Firewalll Media,004.678 BAN-W,81-7008-897-6,250
1088,301,Web Technology,R.Bremananth,Pratheeba Pub,004.678 BRE-W,,
1089,610,What Every Business Needs To Know About Sap,Lisa Ramsay Dietz,PHI,005.1 RAM - W,81-203-2019-0,225
1090,633,Windows On Science And Faith,Tim Hawthorne,INTER VARSITY PRESS,,0-85110-447-9,
1091,210,Winning At Interviews 2E,Edgar Thorpe,PEARSON EDU,650.144 THO-W,978-81-775-8175-1,135
1092,162,Wireless Communications & Networks 2E,William Stallings,PHI,621.384 STA-W;2E,978-81-203-3019-1,350
1093,549,Wireless Communications And Networking,Vijay K. Garg,MORGAN KAUFMANN PUB,621.384 GAR - W,978-81-312-1889-1,821
1094,495,Wireless Communications Principles And Practice 2E,Theodore S. Rappaport,Pearson Education,621.384 RAP-W;2E,978-81-317-2882-6,375
1095,547,Wireless Communications Principles And Practice 2E,Theodore S. Rappaport,PEARSON PUBLICATIONS,621.384 RAP - W;2E,978-81-317-3186-4,
1096,138,Word 2003 In Easy Steps,Scott Basham,DREAMTECH,005.52 BAS-W,81-7722-504,89
1097,231,Word Power Made Easy,Norman Lewis,W.R.Goyal Publishers,,81-87572-15-9,99
1098,229,World Famous 101 Great Lives Vol-3,Ajay Kumar Kothari,PUSTAK MAHAL,920.02 KOT-W,81-223-0531-8,60
1099,213,World Famous Personalities,Roopa Gosain,GOODWILL,920.02 GOF-W,81-7245-128-8,90
1100,379,World Wide Web 4E,Robert W Sebesta,Pearson Education,004.678 SEB-W;4E,978-81-317-2417-0,
1101,919,Writing TSRs Through C,Yashavant Kanetkar,BPB Publications,005.133 KAN-W,81-7029-5203,225
1102,154,Xml,Ed Tittel Austin Community College,Tata Mcgraw-Hill,004.678 TIT-X,0-07-058946-1,
1103,230,You Can Win,Shiv Khera,MCMILLAN,158.1 KHE-Y,0333-93740-6,340
1104,863,Your Unix The Ultimate Guide,Sumitabha Das,Tata Mcgraw-Hill,005.432 DAS-Y,978-0-07-044687-8,527
,1073,,,,,,
,1106,,,,,,
,1107,,,,,,
,1108,,,,,,
,1109,,,,,,
,1110,,,,,,
,1111,,,,,,
,1112,,,,,,
,1113,,,,,,
,1114,,,,,,
,1115,,,,,,
,1116,,,,,,
,1117,,,,,,
,1118,,,,,,
,1119,,,,,,
,1120,,,,,,
,1121,,,,,,
,1122,,,,,,
,1123,,,,,,
,1124,,,,,,
,1125,,,,,,
,1126,,,,,,
,1127,,,,,,
,1128,,,,,,
,1129,,,,,,
,1130,,,,,,
,1131,,,,,,
,1132,,,,,,
,1133,,,,,,
,1134,,,,,,
,1135,,,,,,
,1136,,,,,,
,1137,,,,,,
,1138,,,,,,

